ResponseId,DistributionChannel,UserLanguage,have_phone,have_smartphone,contact_parent_ease,phone_usage_bring_school,tablet_usage_bring_school,laptop_usage_bring_school,smartwatch_usage_bring_school,other_usage_bring_school,other_usage_bring_school_TEXT,phone_usage_school_purposes,tablet_usage_school_purposes,laptop_usage_school_purposes,smartwatch_usage_school_purposes,other_usage_school_purposes,other_usage_school_purposes_TEXT,phone_usage_personal_reasons,tablet_usage_personal_reasons,laptop_usage_personal_reasons,smartwatch_usage_personal_reasons,other_usage_personal_reasons,other_usage_personal_reasons_TEXT,time_spent_hours_phone,time_spent_minutes_phone,fomo,have_job,num_boss_contact_1,num_parent_contact_1,pif_when,pif_when_10_TEXT,pif_how,pif_how_15_TEXT,pif_satisfied,pif_enforcement,pif_noncompliance,pif_opinion,policy_opinion_open,school_engagement_1,school_engagement_2,school_engagement_3,school_engagement_4,school_engagement_5,SESQ_ENG_34,SESQ_ENG_7,SESQ_ENG_8,SESQ_ENG_9,SESQ_ENG_10,SESQ_ENG_11,SESQ_ENG_12,SESQ_ENG_13,SESQ_ENG_15,SESQ_ENG_16,SESQ_ENG_17,SESQ_ENG_18,SESQ_ENG_20,SESQ_ENG_22,friendship_quality_1,friendship_quality_2,friendship_quality_3,friendship_quality_4,friendship_quality_5,friendship_quality_6,friendship_quality_7,friendship_quality_8,lunchtime_friends,num_bathroom_1,bathroom_reason,bathroom_reason_6_TEXT,hrs_sleep_1,sleep_quality_1,sleep_quality_2,num_days_physical,num_sports_team,esteem_satisfaction_1,esteem_satisfaction_2,esteem_satisfaction_3,esteem_satisfaction_4,esteem_satisfaction_5,esteem_satisfaction_6,social_anxiety_1,social_anxiety_2,social_anxiety_3,social_anxiety_4,social_anxiety_5,social_anxiety_6,social_anxiety_7,social_anxiety_8,social_anxiety_9,social_anxiety_10,rcads_1,rcads_2,rcads_3,sdq_1,sdq_2,sdq_3,sdq_4,sdq_5,sdq_6,sdq_7,school_bully_freq_1,school_bully_freq_2,school_bully_freq_3,school_bully_freq_4,school_bully_freq_5,school_bully_freq_6,school_bully_freq_7,school_bully_upset_1,school_bully_upset_2,school_bully_upset_3,school_bully_upset_4,school_bully_upset_5,school_bully_upset_6,school_bully_upset_7,outside_bully_freq_1,outside_bully_freq_2,outside_bully_freq_3,outside_bully_freq_4,outside_bully_freq_5,outside_bully_freq_6,outside_bully_freq_7,outside_bully_upset_1,outside_bully_upset_2,outside_bully_upset_3,outside_bully_upset_4,outside_bully_upset_5,outside_bully_upset_6,outside_bully_upset_7,policy_impact_1,policy_impact_2,policy_impact_3,policy_impact_4,policy_impact_5,policy_impact_6,policy_impact_7,policy_impact_8,policy_impact_9,policy_impact_10,policy_impact_11,policy_impact_12,policy_impact_13,policy_impact_14,policy_impact_15,policy_impact_16,policy_impact_17,policy_changes_open,grade,ell,iep,gender,gender_3_TEXT,race,optional_comments,other_comments
R_8CBaweM81P0DPkW,test,,4,,1,0,0,0,1,1,Imperdiet augue sagittis eu euismod sagittis facilisis! Diam consectetuer ut? Donec nibh.,0,0,1,0,0,"Morbi tempor velit bibendum? Velit molestie montes? Tincidunt massa sagittis euismod, laoreet.",1,1,1,0,1,Commodo. Sit tempor? Sapien? Ligula mi quam at gravida eu malesuada elementum eget ab.,,,,,,,5,,11,,40,70,60,7,Everyone complains about it nonstop.,3,1,2,3,3,2,1,2,5,2,5,1,3,4,4,3,1,3,5,5,5,3,3,2,4,1,1,2,131775388,6,"Montes tortor justo tempor est? Faucibus! Duis, arcu at odio neque. Luctus.",2,4,14,10,4,5,3,1,5,3,2,4,3,8,1,2,1,3,2,2,2,2,4,1,1,1,1,3,2,1,1,6,6,10,5,6,5,5,1,1,2,3,1,1,3,7,10,6,7,6,10,5,1,4,1,1,4,1,1,5,6,5,3,3,1,2,5,2,5,5,1,1,3,2,2,3,"Blandit pellentesque pede ridiculus scelerisque risus ullamcorper ac, enim id porta, a phasellus.",6,4,,1,,"1,2,3,4,5,6",Enim ridiculus facilisis elit quis sit tincidunt ut euismod sed dignissim. Laoreet est magnis.,Bibendum lectus nulla pellentesque dui magnis duis. Praesent platea non non bibendum.
R_3rTCEO8FDoaPWui,test,,1,1,2,1,1,1,0,1,Lacus ante atque? Tempor! Ab justo mattis suscipit tincidunt nibh gravida curabitur.,1,1,1,0,0,Maecenas phasellus consectetuer lacus suspendisse. Mattis nullam tellus molestie sed? Dui pharetra neque viverra potenti.,1,1,1,0,0,Ultricies gravida natoque. Sapien sed convallis sem proin luctus consectetuer morbi.,18,1,3,1,1277808645,799897968,10,Bibendum. Urna tempor felis porta aenean vitae? Orci. Sapien consequat at. Orci.,9,,70,30,10,1,I think it’s unfair to take them away all day.,5,1,2,1,3,4,3,5,3,1,5,3,2,5,3,3,3,3,3,1,2,5,4,1,4,1,3,3,1567032336,2,,4,4,8,11,6,4,2,2,1,5,4,2,2,1,1,3,4,4,8,2,4,4,5,5,3,1,2,1,2,3,1,7,6,7,5,7,6,6,4,3,1,1,4,3,3,10,5,7,10,5,5,7,2,1,1,1,3,4,3,1,6,1,2,2,3,5,6,6,2,3,6,2,5,3,3,2,Amet! Blandit tempor arcu volutpat dolorem! Turpis rutrum duis praesent ut.,5,1,,2,,"2,4,5",Egestas laoreet atque massa felis montes commodo est nullam. At eu.,"Malesuada leo augue. Luctus atque rhoncus velit quis? Lacus posuere atque praesent. Euismod, blandit."
R_3NSdyuhhJYUXGce,test,,2,,1,1,0,0,0,0,Duis dolor fermentum metus nunc eu elementum magna tempus magna augue. Tempus.,1,1,0,0,1,Donec placerat est molestie! Lacus pede. Tellus. Euismod luctus! Fusce luctus porta.,1,1,0,1,0,Vestibulum sodales dolor tempus molestie enim dolorem? Wisi luctus nulla proin at mi nibh.,,,,,,,5,,11,,30,0,70,5,Class time feels more organized.,5,4,5,5,2,1,3,1,5,1,2,1,2,2,1,5,4,5,4,3,2,3,2,3,1,2,2,1,1573018098,2,,6,5,4,10,4,4,1,3,1,4,1,4,4,1,2,1,2,8,1,2,3,5,3,4,1,3,3,3,3,3,3,7,10,10,5,7,7,6,4,3,2,2,4,4,2,10,10,7,7,10,5,10,3,3,4,2,4,3,4,1,1,3,5,3,3,1,3,1,2,5,2,1,5,5,3,5,Turpis. Donec magna porttitor. Sed interdum. Massa integer justo praesent.,6,1,1,3,"Molestie, laoreet est. Eleifend imperdiet aenean risus. Risus metus consequat facilisi nec consectetuer gravida consequat.","1,3,5,6","Luctus convallis blandit. Quis. Sodales est nec duis, neque nullam magna.","Laoreet egestas nibh vivamus. Temporibus erat id convallis imperdiet! Amet, vestibulum integer."
R_0JOdq0tMY1mPl2e,test,,2,,1,1,1,0,1,0,"Convallis mi. Sagittis pharetra purus sodales? Nulla aliquam auctor volutpat, vestibulum? Donec.",0,1,1,1,0,"Lectus metus facilisis, mattis commodo integer! Cursus volutpat non gravida potenti, sollicitudin quam mi scelerisque.",0,0,1,0,1,Etiam vitae iaculis accumsan? Nibh dolorem elit convallis dui laoreet praesent ante integer mattis cras.,,,,,,,6,,11,,90,80,10,,I don’t feel left out anymore because nobody is on social media during lunch.,3,1,1,5,1,5,2,1,1,3,3,2,4,2,3,3,1,1,5,5,5,1,1,5,3,3,4,1,1409217240,3,,4,3,11,9,6,5,5,4,1,1,2,3,3,8,2,4,8,8,1,2,2,5,4,3,3,2,3,1,3,1,1,7,6,10,10,6,6,6,3,3,1,4,4,2,2,10,10,7,5,10,6,7,4,1,1,2,3,3,1,5,5,3,5,5,6,3,1,1,3,3,6,1,6,5,2,1,Sollicitudin vivamus. Magnis at sed morbi consequat convallis. Posuere dictumst justo.,5,,,4,,"1,2,3,4,5,6",Euismod suscipit ab lacus ac ultrices! Imperdiet dignissim justo montes fusce posuere neque.,"Vulputate magnis morbi cursus dictumst nunc consectetuer lorem accusamus? Lorem, lacus rutrum nullam."
R_5ux2FFgEvgBU6Wi,test,,4,,1,1,1,1,0,0,Viverra. Dapibus mattis pretium mi. Eleifend dolorem sodales dictumst donec integer.,0,0,1,0,1,Dolorem! Morbi eleifend risus pellentesque odio sollicitudin diam donec curabitur. Per. Maecenas purus donec.,0,0,1,0,0,Fermentum leo elementum mi ac pharetra morbi amet mattis consectetuer.,,,,,,,9,,9,,50,80,50,2,People are more bored in study hall.,3,3,1,2,1,1,5,2,5,4,3,1,4,1,5,3,3,4,4,5,2,3,5,4,2,2,3,3,1614258804,3,,5,1,7,5,2,2,1,4,2,1,2,3,8,1,4,1,2,3,3,2,8,3,4,1,1,2,3,3,1,3,1,5,5,7,10,6,7,6,4,4,1,3,2,2,4,7,7,7,5,6,6,7,3,4,2,2,1,4,3,5,5,1,5,6,6,6,6,5,3,2,2,6,5,2,1,6,"Tempus iaculis arcu! Faucibus urna porttitor a, nunc purus wisi pellentesque mattis risus magna.",6,4,1,3,"Sed venenatis dictumst vivamus, rhoncus lectus tellus tortor elementum accusamus. Rutrum urna nunc odio.","2,3,4,5,6",Nulla. Posuere purus nibh nulla sollicitudin? Commodo mi ultricies maecenas suscipit suspendisse.,Aliquam duis eu lacus tortor ante diam leo. Ridiculus accusamus felis accumsan fusce sed.
R_7R1UKoWRrrxhLuu,test,,4,,1,0,0,1,1,1,Dapibus nibh natoque sem etiam vehicula pharetra maecenas? Sagittis culpa. Wisi.,0,1,1,0,0,Suscipit ultrices? Placerat neque platea viverra ultricies potenti neque ut pharetra.,1,1,0,0,1,Auctor viverra laoreet convallis ligula tellus ab. Commodo aliquet volutpat? Facilisi.,,,,,,,10,"Sed platea justo vestibulum accusamus ullamcorper accumsan, ut rutrum? Id ultricies lorem leo bibendum.",1,,0,60,70,4,It hasn’t changed much because I still see phones everywhere.,5,5,3,1,1,3,3,1,5,1,3,4,4,1,1,3,2,1,3,4,5,5,1,3,3,4,3,1,1121788471,1,,7,1,8,10,2,2,5,5,5,4,2,4,4,3,3,3,4,1,1,2,2,5,2,5,1,3,3,3,3,1,3,7,6,6,10,10,7,5,3,2,2,3,2,1,4,6,5,7,6,10,5,6,1,1,4,1,3,4,1,1,1,1,6,3,1,1,5,5,2,1,5,2,5,3,6,1,Amet etiam elementum nonummy accusamus interdum donec malesuada nulla aliquam blandit lacus.,3,,4,1,,6,"Metus porttitor est, vitae. Pede ipsum eu! Atque viverra. Ligula temporibus? Lacus amet.",Nunc pede venenatis sed sollicitudin ligula potenti malesuada ligula ipsum! Vel purus donec.
R_1GKK7Oc64skuSAC,test,,2,,2,0,1,0,1,1,"Convallis? Amet? Luctus ipsum. Ultricies odio orci! Blandit, phasellus laoreet. Lacus mi tellus ab temporibus.",1,0,0,0,0,Tempus in urna nullam? Integer vulputate! Aliquam. Gravida elementum. Sodales non primis enim natoque.,1,1,0,1,1,"Ac tempor imperdiet risus nonummy ut nunc quis nullam, enim. Justo.",,,,,,,8,,11,,50,100,30,7,I think it’s helped people pay attention more.,4,2,4,4,2,4,1,1,2,2,2,4,5,3,3,1,2,4,5,5,1,3,2,4,1,1,1,1,1005860917,4,,4,1,11,7,2,3,4,3,4,1,1,3,2,3,4,3,2,4,2,4,1,3,2,5,1,2,1,3,1,1,3,7,5,6,10,7,7,5,3,4,3,2,2,1,4,7,10,10,10,10,7,7,2,4,4,4,1,1,1,3,5,3,3,1,1,5,5,2,1,1,3,5,1,2,1,3,Porta at faucibus facilisi molestie blandit fermentum elit justo interdum facilisi iaculis eros eu.,4,1,2,1,,"3,4","Sapien ultrices interdum! Accumsan et aenean et donec, leo aliquet orci erat.","Dapibus pellentesque lacus luctus, facilisi, erat? Pretium? Nibh orci lacus cursus. Pellentesque."
R_6Gy2ikDg6eKD8sS,test,,1,2,1,1,1,0,0,0,Sodales lacus curabitur erat culpa tortor fermentum nunc dictumst pellentesque natoque ullamcorper erat! Per.,1,0,1,1,1,"Vestibulum! Ultricies aliquam suscipit nonummy felis, praesent eros dapibus leo ante tempus, aliquam. Elementum nibh.",0,0,0,1,1,Per rutrum! Consectetuer facilisis tellus facilisi suspendisse facilisi accusamus risus? Curabitur est.,17,3,3,2,350687335,1275776436,5,,11,,100,80,10,2,"Hasn’t changed much, kids just hide their phones better lol.",4,2,4,2,4,1,2,1,2,3,4,1,1,1,4,3,5,5,1,2,5,3,1,5,2,3,3,2,220479578,1,,4,4,2,8,4,4,1,4,5,2,4,8,4,2,2,1,8,2,4,4,4,5,5,1,2,3,3,1,2,1,3,5,6,7,7,7,7,10,2,3,4,3,3,4,4,6,7,7,10,6,7,6,3,3,1,2,1,3,3,3,2,6,1,6,1,6,2,1,1,6,3,6,6,6,2,1,"Quam a rhoncus nullam facilisi odio augue, tortor lacus venenatis suscipit enim amet lectus.",7,1,,3,Sed maecenas mauris dignissim tellus aenean platea luctus ullamcorper ridiculus.,"1,2,4,5,6",Sagittis euismod accusamus. Phasellus! Mauris! Sit id. Dictumst pretium placerat consectetuer fringilla a.,Accumsan sit bibendum. Lectus. Dolor quam magna cras cras neque eu.
R_cNfYDvDeWkEd5Xg,test,,4,,1,0,0,1,1,0,Eu amet ac eleifend atque arcu. Tempor cras magna tempora ullamcorper suscipit elementum lectus metus.,0,1,1,1,1,Aliquet non vulputate facilisis quis enim blandit culpa gravida odio curabitur.,0,1,0,0,1,Fusce tellus! Nunc lectus nulla iaculis. Vel porta proin diam.,,,,,,,7,,11,,50,100,100,7,Good for learning but bad for mental helth breaks.,2,1,1,2,1,5,5,1,2,3,3,1,5,5,1,1,2,3,3,2,4,3,4,4,5,4,2,2,1864893079,3,,2,3,1,8,4,5,4,1,1,5,3,4,3,1,4,1,2,3,8,3,2,5,1,2,3,3,2,3,1,3,1,6,10,6,7,5,10,7,3,3,1,3,4,3,1,10,7,6,6,6,6,6,4,2,1,2,1,3,2,2,3,3,3,1,5,6,2,6,5,3,6,6,3,6,6,1,"Vitae placerat dui diam praesent consectetuer nulla, orci quam est facilisi blandit. Arcu tempus tempus.",5,,2,4,,"1,2,3,4,5,6",Odio! Ac fusce. At iaculis. Ut. Placerat per mauris! Odio tellus metus tincidunt.,Nullam. Sagittis! Leo. Neque convallis orci dui praesent montes! Eleifend accusamus culpa ab! Purus.
R_bm6pWoxzX7B6yz4,test,,1,1,2,1,1,0,1,0,Duis accusamus! Suspendisse leo dictumst malesuada integer accusamus atque porta tincidunt justo turpis.,0,0,0,1,0,Elementum potenti potenti rhoncus temporibus molestie faucibus laoreet proin. Morbi facilisis temporibus nulla ultricies convallis.,0,0,0,0,1,"Fringilla, aliquet accusamus vitae tempor at eros dignissim, curabitur nullam wisi. Potenti.",13,2,1,1,53003822,2061704304,6,,9,,100,70,0,4,I don’t like it because I can’t text my friends if I need help.,4,1,3,1,3,3,4,5,3,2,3,1,2,3,4,4,4,3,1,3,3,3,1,3,4,4,5,3,1036273933,6,"Neque scelerisque, a dolorem vivamus id dictumst scelerisque fusce. Phasellus tincidunt per eget! Faucibus nonummy.",2,5,13,5,4,1,1,3,4,5,3,1,4,3,4,4,8,2,3,2,3,4,2,2,1,1,2,1,3,1,2,6,7,5,7,7,6,6,3,2,3,2,2,1,3,10,5,7,5,5,5,6,1,4,4,4,2,4,4,1,6,3,1,5,1,3,1,1,1,2,6,3,1,2,1,3,Magna ridiculus dictumst phasellus ac sodales elit bibendum iaculis ante.,2,,2,3,Nonummy atque dignissim augue aliquam! Vel odio. Natoque? Amet ultricies quam.,"1,2,3,4","Diam magna magnis aenean integer at! Platea culpa in integer, purus dolorem ullamcorper enim.","Rutrum, eu per! Venenatis turpis tempus. Egestas magnis purus scelerisque, ac. Bibendum tempor."
R_bJU7YWxrRvfqPMq,test,,2,,2,1,1,0,1,1,Sed luctus scelerisque maecenas elementum elit pretium! Interdum! Urna interdum ante.,0,0,0,1,0,Amet leo ligula sapien dictumst nunc cras. Integer nunc scelerisque dolorem massa gravida nibh.,0,1,0,1,0,"Nulla viverra, augue ab dolor enim diam eleifend iaculis a aliquam.",,,,,,,7,,10,,50,100,10,1,It makes school feel more serious.,3,4,3,1,3,4,2,3,3,3,2,4,1,2,4,2,2,5,4,4,4,3,1,3,1,2,4,2,2012488003,5,,7,3,13,11,1,4,2,3,5,3,3,2,2,1,3,2,4,1,1,3,1,2,3,1,1,1,1,1,3,3,2,7,6,5,7,7,10,6,4,2,1,2,4,4,4,10,7,5,6,10,10,6,2,2,4,3,4,1,2,5,2,2,5,3,6,6,3,6,5,6,6,3,6,5,2,2,Scelerisque lorem commodo blandit. Temporibus sodales tellus sem sagittis sapien eleifend aliquam sollicitudin cursus felis.,2,1,1,3,Laoreet. Leo ipsum iaculis ullamcorper pretium vitae. Cras suscipit venenatis ut orci. Commodo.,"1,2,3,4,5,6","Mauris venenatis felis et dui nulla? Commodo, dictumst cursus elementum eros, euismod.",Fusce arcu neque tempor arcu auctor mattis amet vestibulum? Elit lectus turpis.
R_e4pac6goWEbByoC,test,,4,,1,1,1,1,1,1,"Ipsum odio laoreet imperdiet, culpa facilisi quam est morbi, vel, rutrum, vehicula! Pretium! Dolor. Turpis.",0,1,1,1,0,Interdum dui a risus temporibus! Augue! Nullam? Dolor fusce mauris pharetra.,0,1,0,0,0,"Blandit auctor maecenas nibh potenti at elit, tellus odio gravida ultrices sed.",,,,,,,8,,1,,50,0,0,7,Ppl sneak watches instead so nothin really diff.,4,3,3,4,3,5,1,1,3,4,5,5,4,2,1,2,2,2,3,2,1,5,4,2,5,2,2,4,178607260,1,,1,4,5,8,5,3,4,5,2,2,5,2,1,4,8,4,2,2,1,4,3,4,4,2,1,3,3,3,1,2,1,7,10,6,10,5,6,10,2,4,2,1,3,3,4,5,5,10,6,6,10,7,1,1,2,4,4,3,1,1,6,3,5,6,6,3,5,2,6,6,2,5,6,1,2,1,Convallis faucibus primis pretium facilisi aliquam suscipit eu nunc mi.,6,1,1,2,,"1,2,3,4,5,6","Et a culpa dolor blandit, sollicitudin convallis accumsan! Morbi temporibus convallis sapien accusamus.","Justo, fermentum temporibus cras sem praesent bibendum aliquam! Mi, diam faucibus tempus."
R_7W0uIKtsHsdzklE,test,,2,,2,0,0,0,0,0,"Commodo ante accusamus lorem iaculis felis. Massa convallis tellus. Arcu sed, ut sem.",1,0,0,0,0,Natoque consequat proin fermentum purus purus sodales aliquet porttitor dolorem.,1,1,1,0,1,Ridiculus. Ligula amet auctor tincidunt. Lorem phasellus. Tellus eleifend posuere. Cras.,,,,,,,8,,9,,90,10,10,2,Kids are actually talking during lunch now.,4,5,2,3,3,4,1,1,4,4,2,5,4,3,4,4,4,4,2,5,5,1,1,4,2,4,1,2,1128687888,3,,2,4,9,4,3,4,3,4,3,4,5,4,1,8,3,2,4,1,4,2,8,1,3,3,1,3,1,1,3,3,3,5,7,5,7,10,7,10,1,2,3,2,4,2,3,6,5,5,7,7,5,10,4,4,2,4,1,2,3,3,5,1,3,6,3,3,5,2,6,2,1,3,3,6,1,2,"Bibendum urna lorem venenatis quam fringilla amet, amet orci ultricies integer sagittis tempora molestie lectus.",1,1,1,4,,"1,2,3,4,5","Eu! Neque duis, viverra neque arcu, suspendisse dapibus aenean suscipit augue placerat? Dictumst mauris.","Lectus bibendum maecenas. Temporibus, at risus odio integer tortor, ab facilisis etiam. Ultrices. Morbi."
R_aUVQIgRKJNaMpZs,test,,1,1,2,1,0,0,1,0,Gravida lacus pretium? Consectetuer? Tincidunt id elit facilisi ultricies neque quam dapibus! Risus montes.,0,0,1,0,0,"Euismod mi nec? Ridiculus lorem vivamus, natoque pretium. Eleifend fermentum accumsan arcu. Nulla eget.",1,0,0,0,0,Cras diam scelerisque. Facilisi a wisi elit! Aliquet aliquam at phasellus nonummy felis dolorem. Dapibus.,21,1,3,1,710807355,614092800,9,,9,,70,10,60,,Like that ppl arent filming everything all the time.,2,4,1,1,1,3,3,2,4,5,4,4,1,2,2,5,3,5,1,2,1,3,3,4,5,5,2,3,1698351759,3,,4,1,7,9,5,2,5,4,4,5,5,3,3,3,4,8,1,8,1,2,4,2,1,4,1,2,2,1,3,2,1,10,7,5,10,7,7,6,1,3,3,1,2,1,1,6,5,5,5,7,5,7,1,4,2,2,3,4,2,5,1,6,1,3,1,5,6,5,2,3,3,2,2,3,6,2,Viverra integer pede massa arcu diam ultricies sed. Tellus augue bibendum ab maecenas porttitor.,3,4,1,3,"Aliquet vivamus duis odio, vulputate justo rutrum lorem. Montes platea lectus.","1,2,3,5","Donec! Mattis massa suscipit quam, id suscipit dolorem lectus consequat lacus accusamus.",Purus primis. Sodales auctor quis nibh dictumst facilisis dapibus. Placerat duis.
R_6RK5LYtIUYBJzn0,test,,1,2,1,1,1,0,1,0,Rutrum ut. Ab euismod orci orci per nulla integer neque? Integer.,0,0,1,0,0,"Sed placerat integer? Venenatis? Urna sodales vitae mauris sed, fusce lorem ligula ac.",0,0,0,1,0,"Gravida? Accumsan dolor et tempor platea morbi, pretium. Accumsan. Est ipsum sodales. Suspendisse elementum sodales.",6,4,5,2,707227680,1978719485,7,,15,Tempora erat urna. Neque! Tempora consectetuer dolorem aliquet id sagittis natoque augue.,50,20,20,5,Harder to orginize rides home w/o my phone.,3,3,2,1,1,3,3,4,2,5,3,3,4,2,3,2,1,3,1,4,4,1,4,1,3,4,1,2,1437514857,4,,13,5,6,4,2,2,5,3,1,2,4,1,1,1,4,3,1,1,3,3,1,3,4,4,2,1,3,1,2,3,2,10,5,7,6,5,7,5,1,1,3,2,2,1,2,6,7,7,5,10,6,6,2,1,4,1,2,1,4,5,2,1,1,1,1,6,3,1,6,6,6,1,3,2,1,5,"Viverra consequat faucibus luctus leo arcu! Vehicula suscipit. Rutrum aliquam? Etiam, quis accumsan.",4,4,2,4,,2,Enim? At tempus ultricies curabitur odio facilisi suspendisse lacus pharetra viverra eleifend. Volutpat diam laoreet.,Fermentum. Non tempor erat. Placerat consequat nullam? Nulla vivamus lectus! Vel justo.
R_2leYJmMAJZjctYq,test,,4,,1,1,0,1,0,1,Neque etiam nunc enim enim elit pharetra? Dignissim. Vulputate massa sed sem.,0,0,1,0,0,"Amet integer atque sit elementum eleifend interdum atque eu praesent ac, morbi potenti.",1,1,0,0,1,"Venenatis tellus! Euismod? A sem, iaculis. Dapibus sed et magna maecenas iaculis ab amet fringilla.",,,,,,,6,,14,,50,0,30,3,Like that ppl arent filming everything all the time.,2,2,2,5,2,1,3,2,1,3,2,5,3,4,5,3,1,1,1,3,1,2,2,1,4,4,4,3,1955949190,4,,3,1,11,5,4,3,4,2,5,4,5,4,8,3,2,2,3,2,8,8,8,4,4,5,2,2,2,1,2,2,2,10,5,6,10,7,5,7,4,3,1,1,3,2,4,7,10,7,10,6,7,10,1,2,4,4,4,2,3,1,6,2,6,6,6,1,3,2,3,1,3,2,6,2,1,6,"Enim ante, eget. Pretium eleifend. Blandit? Amet pellentesque vulputate turpis. Duis sed sollicitudin morbi.",4,2,2,4,,"1,2,3,5,6",Luctus aliquam magna gravida dolorem potenti. Fusce magnis bibendum turpis dictumst? Phasellus. Massa a ultricies.,"Tellus imperdiet egestas commodo mattis ante amet praesent gravida? Vel ipsum! Sagittis? Lectus, montes."
R_bO6fwRiHrFHYEsK,test,,1,1,2,0,1,1,0,1,Malesuada lectus dapibus vulputate praesent laoreet natoque sapien est elementum tempor sem.,1,0,1,0,1,Interdum iaculis velit natoque turpis cras eleifend ipsum sodales tellus sodales at ipsum.,0,1,0,0,0,Elit dapibus eros fringilla! Sodales accumsan curabitur vehicula erat donec.,13,3,5,2,889915863,1803180466,8,,12,,10,100,0,1,Honestly just more boring than before.,5,3,3,2,3,4,2,1,3,3,5,4,3,2,2,3,4,2,5,2,4,5,3,2,3,4,5,4,764695798,2,,4,1,8,6,3,2,2,2,5,2,3,1,8,1,2,8,4,8,3,8,8,4,5,3,3,1,3,1,2,1,3,6,10,5,6,6,7,5,1,3,2,2,4,4,2,6,5,6,10,10,10,7,2,2,4,4,4,4,3,5,1,6,2,3,5,1,6,2,5,1,6,6,3,3,5,3,Montes tempus porttitor montes. Rhoncus tempor potenti atque duis. Enim suspendisse commodo.,6,,2,3,Sodales quam euismod platea. Consectetuer laoreet dapibus. Atque velit felis accumsan.,3,Velit praesent cras lorem blandit id porta fermentum faucibus odio. Tortor. Maecenas dignissim. Fermentum.,Placerat enim id. Turpis sapien accusamus euismod etiam venenatis posuere fringilla posuere. Ipsum. Arcu dignissim.
R_0JU35zfSHvUGj8W,test,,2,,2,1,1,1,1,0,Fringilla. Leo ab accumsan non magna nunc convallis placerat! Consequat.,1,1,1,0,0,"Elementum sit arcu rutrum at ac? Primis suscipit lectus, phasellus, eu sem pede.",1,1,1,1,0,Tortor sollicitudin! Diam lectus? Urna sit quam gravida dolor scelerisque. Montes quam at. Ultricies.,,,,,,,7,,11,,40,70,100,1,Helps me focus but i wish i could still listen 2 music.,5,3,3,1,2,4,3,5,4,5,2,5,1,1,4,1,5,5,1,1,3,1,2,1,1,2,3,1,1947929175,6,Consequat et bibendum consectetuer cras culpa orci dui est neque.,3,5,10,10,6,4,5,2,2,3,2,1,3,8,1,8,4,8,8,2,4,1,1,1,2,1,1,3,1,3,1,10,10,6,7,5,10,6,3,4,3,3,1,2,3,6,10,6,6,5,6,7,3,2,2,3,3,1,4,3,6,3,3,3,2,6,3,5,1,6,3,5,2,1,2,6,Fringilla mattis consequat vulputate pharetra suspendisse dictumst est ligula atque.,6,4,,4,,"3,4,5",Diam tempus metus dui accusamus tincidunt sagittis nunc? Facilisi. Ac.,Malesuada faucibus viverra risus orci aliquet molestie metus wisi a leo per.
R_4128Pb4GTc99CTk,test,,1,1,1,0,1,1,0,1,"Viverra dolor fringilla mattis volutpat. Ut elit natoque, elit scelerisque quis. Metus? Sit magna.",0,0,1,1,0,Nullam tempora cras eu porta mauris ut dictumst platea! Ultrices. Dignissim ultrices.,1,0,1,0,1,Felis magnis vulputate fermentum sollicitudin laoreet morbi. Praesent culpa. Augue lectus. Vitae.,3,3,1,2,529742122,822959624,5,,14,,100,50,50,5,Ppl r more creative hanging out now.,1,1,2,4,1,2,1,3,4,5,3,5,1,5,1,3,3,2,2,5,2,5,5,4,2,2,5,4,1970870996,6,"Risus iaculis, lorem eget facilisi morbi. Nulla, augue massa eros egestas dolorem.",12,5,9,11,3,5,2,3,4,1,5,4,8,4,3,3,4,3,2,4,3,1,5,3,3,3,1,1,1,3,3,10,6,5,6,5,7,10,3,3,4,4,2,3,2,6,7,6,10,10,7,5,4,1,3,1,2,3,3,6,1,1,2,3,1,2,5,6,1,5,5,5,5,2,3,1,"Tempus lacus. Est. Potenti eros, sagittis odio metus eu aliquet urna luctus! Maecenas nullam.",7,2,4,1,,"2,4,6","Dolorem quam ligula morbi tellus. Gravida scelerisque et atque cras vehicula lorem, vehicula.",Facilisis temporibus potenti aliquet pede dolor integer vitae fermentum scelerisque arcu potenti porttitor tincidunt.
